Nanoparticle,Material_Type,Band_Gap_eV,Quantum_Yield_%,Exciton_Binding_Energy_meV,Plasmon_Resonance_nm,Electron_Mobility_cm2Vs,Quantum_Confinement_Size_nm,Spin_Orbit_Coupling_meV,Surface_Area_nm2,Volume_nm3,Aspect_Ratio,Defect_Density,Temperature_K,Dielectric_Constant,HOMO_Energy_eV,LUMO_Energy_eV,Fermi_Level_eV,Work_Function_eV,Absorption_Peak_nm,Emission_Peak_nm,Stokes_Shift_meV,Radiative_Lifetime_ns,S1_S0_Transition_eV,T1_S0_Transition_eV,Singlet_Triplet_Gap_meV,Hole_Mobility_cm2Vs,Conductivity_Scm,Carrier_Concentration_cm3,Crystal_Structure,Lattice_Parameter_A,Density_gcm3,Synthesis_Temperature_K,Precursor_Concentration_M,pH,Reaction_Time_h
Palladium (Pd),Metal,2.329162328246619,54.99853603993885,32.850668607155555,470.0,380.0,7.2,55,162.8601631620949,195.43219579451386,1.3757473511622953,2.48006129832058,300.0,9.567820455523439,-5.0117024360593385,-4.445371411768448,-4.346753688411515,4.561854644672156,421.906878105804,424.30682873266323,248.68640034135024,26.058649918704152,1.8632515926109554,1.411434327495139,540.1836372187691,38.0,0.004951496667297662,9.820729475451085e+16,BCC,5.189651389643476,14.725399269489202,529.3343449264098,0.794193190707778,11.048619451854718,3.085456005059877
Palladium (Pd),Metal,2.2239277285643135,57.74853603993885,32.850668607155555,470.0,399.0,7.2,55,162.8601631620949,195.43219579451386,1.0674852494645148,0.440435686004786,315.0,6.257472674892817,-3.5729453829316786,-3.2066029253252637,-4.873752378642177,5.0428966459186295,383.0709601385169,391.2714476573202,134.45047820586365,30.353208624645383,1.8211492535450904,1.5916855395871474,631.319424575915,39.9,0.00811231776419036,5.0510643763528026e+17,Zinc Blende,3.1156996321627575,17.11733759124479,796.7830534088814,0.9804669654809213,11.295434436787529,3.595076790080246
Palladium (Pd),Metal,2.230607888017169,52.24853603993885,32.850668607155555,470.0,361.0,7.2,55,162.8601631620949,195.43219579451386,1.1330921607337323,0.2926715984202503,285.0,5.572966565192033,-6.20830026812973,-3.4710422318553382,-4.182619586169727,5.334542844194972,491.59100635651794,474.6835881694465,113.83004183071719,49.89965756306888,1.8405525730662522,1.4344945830616984,365.92824907483305,36.1,0.0053739087303101155,7.040057145790285e+17,BCC,5.016655233713108,17.56666364703934,518.6207790126027,0.21586825169899543,10.753452348351,16.141309897974303
Palladium (Pd),Metal,2.2508763317422025,54.99853603993885,39.850668607155555,470.0,380.0,9.0,55,254.46900494077323,381.7035074111598,1.241429701280849,0.6463334270741341,300.0,4.089861882362408,-3.9194220492964553,-3.756413213691257,-4.949359109275147,3.5266964083988626,513.4267020286707,501.78728277526534,102.97102982111626,74.01779954895335,1.850921460646969,1.575862299935012,388.1475763714939,38.0,0.005797442714287106,6.599231040855021e+17,BCC,4.491747528368198,10.161390745891282,449.8970334448833,0.5699281425089707,7.649202586025465,13.503616913036721
Palladium (Pd),Metal,2.1842640535674502,57.74853603993885,39.850668607155555,470.0,399.0,9.0,55,254.46900494077323,381.7035074111598,0.9718378032684599,2.258578694310267,315.0,11.918933296772792,-5.618946895173946,-4.465246549478056,-3.553177613136751,3.521411914127218,436.9655769506221,409.0793137586108,158.02571569084023,64.67564853838815,1.9040261630850792,1.4841843645201465,438.6532913487039,39.9,0.005497806957031276,8.977482417064212e+17,Wurtzite,4.173349719448758,19.538811704476295,745.0463253000939,0.7438382604440155,2.2103229226768724,19.270326371750258
Palladium (Pd),Metal,2.2201269700218167,52.24853603993885,39.850668607155555,470.0,361.0,9.0,55,254.46900494077323,381.7035074111598,1.321145313883461,2.39136867961455,285.0,9.496242447147823,-4.639601788897317,-2.6139559361708553,-4.147526047043211,3.920428400977907,337.46689655770456,468.57923586129874,82.62624396193934,83.86714919623932,1.9721748457441535,1.5243760152474635,447.10204784865,36.1,0.00938110950402749,7.915372328178848e+17,Perovskite,4.821964943953649,15.970966685516128,768.077425209027,0.6444791557773051,5.386570877677558,2.4411814057504113
Palladium (Pd),Metal,2.228674222957973,54.99853603993885,46.850668607155555,470.0,380.0,10.799999999999999,55,366.43536711471336,659.583660806484,0.8607577062889997,0.1995937348795871,300.0,5.321848814452651,-4.331758939004329,-4.2332336161513044,-4.483173873580071,4.438170524748253,491.4919475153688,582.6785191802306,147.92651184843584,10.913377920923054,1.9958485527929488,1.5955569171969692,506.307441685277,38.0,0.004410157453501202,4.0545419875497043e+17,Perovskite,4.729180476868862,12.411367303281937,595.2070658741754,0.5188533522911094,6.971234954345456,23.431222835191203
Palladium (Pd),Metal,2.23892052851136,57.74853603993885,46.850668607155555,470.0,399.0,10.799999999999999,55,366.43536711471336,659.583660806484,1.1650213953214825,1.4911031609684198,315.0,2.934424083082458,-5.391680484890848,-3.3210318951085225,-4.171159367896588,5.012877816664449,477.26169417816527,376.25243675420467,147.51158112314596,93.21405067491892,2.175561511755754,1.5968187519361605,654.0632594523672,39.9,0.007588548649112128,3.300319464629773e+17,BCC,4.6108053525859525,9.84471775525504,622.9768518558824,0.9661506128513072,4.830197917959628,10.262468705117657
Palladium (Pd),Metal,2.166966247770313,52.24853603993885,46.850668607155555,470.0,361.0,10.799999999999999,55,366.43536711471336,659.583660806484,1.7500730642877147,1.7580886143543053,285.0,5.72349188761247,-4.381313121746476,-3.357030701830819,-4.0004709743391,4.087446967423981,450.70726196641147,486.35154628758164,106.9036967620039,84.19772810523055,1.9280016653290004,1.402935238690476,492.42576293064894,36.1,0.00954246113967476,2.005594631205529e+17,FCC,5.500316816911602,3.171286764666964,363.90302584547373,0.5587372272624654,3.8010652792021853,10.496035190477082
Palladium (Pd),Metal,2.0950268236490195,54.99853603993885,57.350668607155555,470.0,380.0,13.5,55,572.5552611167398,1288.2493375126644,0.9048748169316441,1.0986361759429384,300.0,3.3338022646051453,-3.7801889521462915,-4.084514967200613,-3.514790931768319,5.206470527093512,461.5296887827467,578.3227245378519,122.00619594635013,43.8830438240705,2.0219285846771964,1.5859218653577563,571.6925508129905,38.0,0.008692189775263886,4.3720409731874054e+17,Perovskite,6.5204917099629895,9.16658369004669,335.6868047906003,0.8742295416331416,2.541792611977666,1.7504750568854763
Palladium (Pd),Metal,2.1761317497277126,57.74853603993885,57.350668607155555,470.0,399.0,13.5,55,572.5552611167398,1288.2493375126644,1.1136194068114804,1.803692921174543,315.0,2.833231629005453,-6.072283644303351,-4.170616941120368,-4.391643748617286,3.7413108641204027,489.18672169886224,513.5369221632084,55.80683902076184,18.36364232530314,2.0489280129010186,1.4821052901242602,511.5218034127293,39.9,0.006008231831587799,6.4155638722876e+17,Wurtzite,3.5382975374721113,13.478736676242146,610.8017823468603,0.09921367838289936,2.6999370526093616,11.56669705952139
Palladium (Pd),Metal,2.1475574210154496,52.24853603993885,57.350668607155555,470.0,361.0,13.5,55,572.5552611167398,1288.2493375126644,0.8799636036064102,2.367316436925181,285.0,6.308271263539801,-5.48164572052155,-4.419166090783868,-4.680461847227867,4.733416333996028,592.3895968672925,508.5915286775958,221.81856620551494,93.80878517258282,1.974248583893564,1.5173488087989104,628.2782870064448,36.1,0.004560409260623793,9.50121633506262e+17,BCC,4.096284020193282,9.142470034205335,709.2028524615935,0.29584736235411446,4.820413776424445,17.13507206708258
Zinc Oxide (ZnO),Metal Oxide,3.8232996669649553,69.99853603993886,52.850668607155555,,200.0,3.2,25,32.169908772759484,17.15728467880506,0.8955309085473763,2.302725998222853,300.0,6.2334655192361375,-3.7835865051291213,-2.95271999519176,-4.358180373578837,4.572938762680533,409.1486998165293,398.96756839723554,241.62764190844953,21.355105413436146,3.2542972187138615,2.932192702420892,506.6700488880464,20.0,0.0017892837450125185,7.613882066786271e+17,FCC,3.5367023411374534,3.128568073013147,764.2969429362191,0.5756092941617783,11.666711764836407,20.35437657049584
Zinc Oxide (ZnO),Metal Oxide,3.8395846014345936,73.49853603993886,52.850668607155555,,210.0,3.2,25,32.169908772759484,17.15728467880506,1.025339917752694,1.4682222629075248,315.0,2.0660551691076163,-3.7921723224646113,-4.159933192436156,-4.631432659353694,3.9214487092322807,359.46818260635064,428.22114124638347,112.3184883092191,70.13678220761548,3.207809076280717,2.885305982306277,352.37687747286304,21.0,0.001936732644926674,8.046874341346047e+17,BCC,5.544410761874838,3.6510734046832987,491.9140491417626,0.5352382174717412,5.924130868125001,20.56337939336916
Zinc Oxide (ZnO),Metal Oxide,3.8591652569425157,66.49853603993886,52.850668607155555,,190.0,3.2,25,32.169908772759484,17.15728467880506,0.872707159903721,1.3851944895497188,285.0,6.17963937083043,-4.114786967949033,-4.220133405767845,-3.713984256117304,3.8835117005315434,394.89469420217165,472.7450932130391,163.87173300135777,71.81313304754816,3.4629288797880733,2.940587503326875,453.11553411971886,19.0,0.00010592356111061181,6.837593703395411e+17,Wurtzite,5.343637420973579,16.330379301757144,365.56993777380734,0.14734350746225738,9.913529574848928,19.18660591409773
Zinc Oxide (ZnO),Metal Oxide,3.681899770092652,69.99853603993886,64.85066860715555,,200.0,4.0,25,50.26548245743669,33.510321638291124,1.825199532908048,2.1574525617056413,300.0,2.9319519124324716,-4.063519911478681,-3.988596091929884,-4.438414127896143,3.8622482321781035,448.34183185007544,474.6345577130536,136.45457123590106,31.938272394999824,3.533120299287168,2.798030015388006,395.7440352918879,20.0,0.00794637057519617,9.704381623732841e+17,FCC,6.755829809103534,12.081829879837429,723.6879451453381,0.4559715493104415,11.59979016201139,21.329616186543312
Zinc Oxide (ZnO),Metal Oxide,3.682197653571618,73.49853603993886,64.85066860715555,,210.0,4.0,25,50.26548245743669,33.510321638291124,0.9452407401838758,1.0141228589444338,315.0,11.91189119899791,-6.024239636428722,-2.654374753816607,-4.799604294907437,4.176732975097711,363.81514288005064,480.88634639687825,256.0743547713323,87.65152404596049,3.5580492681869056,2.8527600116428555,547.8397063945101,21.0,0.008424913202920783,9.513473320708904e+17,Zinc Blende,5.922304950034897,2.5237150981495122,651.9032871593178,0.34501404580750394,10.580409199709916,20.224227193804094
Zinc Oxide (ZnO),Metal Oxide,3.72631466319993,66.49853603993886,64.85066860715555,,190.0,4.0,25,50.26548245743669,33.510321638291124,1.8807116392739687,2.2241595032853962,285.0,5.989495522635137,-3.6490035347581316,-4.161805058539402,-4.896482001857677,4.015047394158252,341.2875982600136,521.3254307241543,252.17418240928515,29.863698465378818,3.385336054258784,2.9109007541659153,399.2609157759674,19.0,0.006180906811945263,4.1414500537711264e+17,Perovskite,3.126915838336596,15.688255565609392,411.5594651592856,0.7855330317799978,4.938766298621585,10.550850430817336
Zinc Oxide (ZnO),Metal Oxide,3.653799051408048,69.99853603993886,76.85066860715555,,200.0,4.8,25,72.38229473870884,57.90583579096705,1.292211793367925,0.4691519927868103,300.0,4.978968541533982,-3.697538001606885,-3.426703323987889,-4.944557271467436,4.457185691639325,505.3466715530115,434.50600484626386,261.4594712416601,33.671228084629384,3.1876351208505667,2.8214094632408893,479.77901376848143,20.0,0.002361237367697642,2.869872366048401e+16,FCC,5.064211876298835,3.9077296738395053,705.7522065585614,0.26287153199668123,8.16012390398366,12.47275976637195
Zinc Oxide (ZnO),Metal Oxide,3.6695103227851114,73.49853603993886,76.85066860715555,,210.0,4.8,25,72.38229473870884,57.90583579096705,0.8426948737240844,1.7080866471108378,315.0,9.260027491701248,-4.753417804197014,-3.211307872751571,-4.145781960695897,4.541548617727752,405.77286394704186,432.49687474368505,65.44781675057789,96.20628665141201,3.446531840764361,2.800256488849733,650.8692076262447,21.0,0.0008922143357891236,3.146927537982074e+17,Zinc Blende,4.812439534905082,10.446571403472566,459.47704390449945,0.7530378510057623,5.345004857464748,9.51895738415749
Zinc Oxide (ZnO),Metal Oxide,3.622417095573892,66.49853603993886,76.85066860715555,,190.0,4.8,25,72.38229473870884,57.90583579096705,1.7011009298715067,2.211509661216048,285.0,8.913847952910626,-4.596669926442708,-3.793693068738887,-4.6709626998757505,4.573609265338176,440.88558405375,497.7800167232364,136.1728307933365,2.1715000255453947,3.4142522445245778,2.8012788111246283,580.3357240385632,19.0,0.0013623813078592025,6.790533152167992e+17,HCP,5.178110417416335,8.977961404576382,517.9634784167374,0.8541342367583141,3.458092633746899,0.7120222794549109
Zinc Oxide (ZnO),Metal Oxide,3.584029851958957,69.99853603993886,94.85066860715555,,200.0,6.0,25,113.09733552923255,113.09733552923254,1.2185862083571586,2.043301558635499,300.0,10.583408328614658,-4.990017565730251,-3.492965175226748,-4.162602401547784,3.75301807902715,522.3677771634976,488.42052021223367,225.8643576309018,70.62468343152548,3.5483715295743523,2.9449069073851204,378.2939759932547,20.0,0.005713205448631463,5.597607034326745e+17,BCC,6.563096447129923,19.98066703328781,535.5148482421597,0.575235630121103,3.7189316629671825,12.91897272714689
Zinc Oxide (ZnO),Metal Oxide,3.579053264016776,73.49853603993886,94.85066860715555,,210.0,6.0,25,113.09733552923255,113.09733552923254,1.8167952730635935,0.21530580844363803,315.0,8.025006452677548,-5.911517238240056,-3.1735530611282323,-4.602431970386736,4.562552231719269,560.8142198578134,410.14891442013436,233.71231908393005,46.897090107771476,3.2274763566096842,2.806895576719594,505.00816196121764,21.0,0.003798640457810329,9.576065326521604e+17,HCP,4.585351329905846,2.7130156894968325,304.9799980820139,0.3703606350553373,3.8234063394874855,20.43906072898044
Zinc Oxide (ZnO),Metal Oxide,3.575682494966222,66.49853603993886,94.85066860715555,,190.0,6.0,25,113.09733552923255,113.09733552923254,1.748429593968872,0.9417742832241833,285.0,3.0801082387003804,-4.336173297502663,-2.6028872354885357,-4.7393902257767735,4.746010742175436,462.1626927588842,438.0412196817167,262.8089389287489,50.31435105979252,3.178272360315847,2.7710044279146655,478.5451299109808,19.0,0.006450249742614303,7.132072772309308e+17,Zinc Blende,5.506826911277253,19.33524052547639,674.5104846414602,0.5378586937656208,11.395329747738671,2.77173125032097
Titanium Dioxide (TiO2),Metal Oxide,3.606170277807118,54.99853603993885,40.850668607155555,,150.0,8.0,20,201.06192982974676,268.082573106329,1.6430396104092886,1.5603007601241288,300.0,11.88696902758289,-5.666284596831827,-3.5859675152337354,-4.860028373505523,3.5039844763485544,386.78557729337035,511.5982339451992,243.85928375683557,91.76208841921671,3.2196287277447997,2.712352660342225,499.74784461778154,15.0,0.001224125849968576,1.5403810717301546e+17,HCP,6.3571359017720805,11.33734239513332,416.28703068344953,0.5102637038007284,9.35658778147111,5.0784604770809585
Titanium Dioxide (TiO2),Metal Oxide,3.5524885543342433,57.74853603993885,40.850668607155555,,157.5,8.0,20,201.06192982974676,268.082573106329,1.6523929000613664,0.806750718026918,315.0,10.04197166998491,-4.60267375446387,-3.7547724082381997,-3.7611522231365377,5.46422553439637,416.48640862898924,484.437830140798,162.98462915511087,1.1679683319683156,3.2845429166835114,2.7623892915298462,408.46729572448226,15.75,0.002353335078423443,4.2845621298789766e+17,Wurtzite,3.038361642206272,7.5097746723983825,588.2760187994384,0.6657787540774162,2.880706066210762,19.354561596981785
Titanium Dioxide (TiO2),Metal Oxide,3.649476597478009,52.24853603993885,40.850668607155555,,142.5,8.0,20,201.06192982974676,268.082573106329,1.3952253415146036,1.4775867438347599,285.0,6.422388832883838,-3.9141697004224465,-2.841767490274864,-4.110710182358888,5.272773659130315,438.563706071404,576.1792422677474,101.6353905636299,2.101317969383306,3.2291692136563803,2.7406315965782766,694.2919061746276,14.25,0.007284029539244625,2.632907224876036e+17,Zinc Blende,6.657286530750367,8.862355504625349,590.6909866631192,0.6116748405494271,10.503114542867888,4.393592566992223
Titanium Dioxide (TiO2),Metal Oxide,3.4716916284740593,54.99853603993885,49.850668607155555,,150.0,10.0,20,314.1592653589793,523.5987755982989,1.2429904478594258,0.5461915925689225,300.0,2.5759144500161986,-3.8942246273758,-3.704717470000949,-3.551016782099734,3.711882689090404,361.2327009041191,578.8388365439462,185.57856343088457,99.64972085078267,3.0549500626267783,2.612589893265151,368.1520231123012,15.0,0.008628836068851406,9.750313627200874e+16,HCP,3.1759175687503567,2.1852898398929153,437.87652876564704,0.8413310042613082,4.190560513910022,20.05146677338586
Titanium Dioxide (TiO2),Metal Oxide,3.5446783708825005,57.74853603993885,49.850668607155555,,157.5,10.0,20,314.1592653589793,523.5987755982989,1.0413136939821022,2.334150046785417,315.0,9.258706430589218,-4.056517852293524,-4.003742920823067,-3.6323076450783827,3.9139422180746424,347.2487863320878,570.4674307062171,54.08504587797407,85.59677780114032,3.3016405330433565,2.6042593531078473,366.39850660667014,15.75,0.004689859836357233,6.40747136485236e+17,HCP,6.02573553826459,12.58667604099184,519.9835600240159,0.23284532697987992,5.672653895960131,19.575952846667356
Titanium Dioxide (TiO2),Metal Oxide,3.4984125407715974,52.24853603993885,49.850668607155555,,142.5,10.0,20,314.1592653589793,523.5987755982989,1.0081944199188737,0.9052515862570663,285.0,9.592752548156705,-5.54408598109733,-4.483826335180558,-3.5768972294131793,4.89287244917767,446.94369272253243,435.24956517187036,272.231833920937,91.25989949872181,3.30715025084912,2.7330149452771395,605.2794841869459,14.25,0.005091246861022627,7.307508788887581e+17,Wurtzite,6.240390657160644,5.62964198582502,676.3696736173933,0.6662747510204657,4.841927331088075,15.142172400755278
Titanium Dioxide (TiO2),Metal Oxide,3.4236849554064066,54.99853603993885,58.850668607155555,,150.0,12.0,20,452.3893421169302,904.7786842338603,1.784810049064361,1.534827265057584,300.0,4.311726521602404,-5.247778271430591,-3.2379417383892974,-3.4307131381348137,4.294416161688065,561.8581506511623,514.917425864312,103.77562472030162,28.894125924224806,3.2724762003346344,2.748493583224068,505.4605981755269,15.0,0.006934297520064125,7.588408362611366e+17,Perovskite,3.3395635450196197,16.263587165732524,358.936580274413,0.3379385628528941,4.503776942766786,9.2031110757972
Titanium Dioxide (TiO2),Metal Oxide,3.486138666157516,57.74853603993885,58.850668607155555,,157.5,12.0,20,452.3893421169302,904.7786842338603,1.106724083216986,1.9610248241361923,315.0,6.002808714740729,-4.621853681467321,-3.8939651680673757,-3.5174180253302785,5.248839820547377,372.3606858369445,608.7023998957504,210.83184058740892,49.716873341007926,3.1684980482736873,2.6239325312058788,316.17278098196874,15.75,0.0011738251103639637,9.586361337428742e+17,HCP,3.5655811891327494,16.015345239908562,393.9865087192511,0.3176735847117836,6.860550767102866,18.51458090826245
Titanium Dioxide (TiO2),Metal Oxide,3.576751622966319,52.24853603993885,58.850668607155555,,142.5,12.0,20,452.3893421169302,904.7786842338603,1.028447227017937,0.6650847245249407,285.0,2.3883809957893303,-6.242661431529355,-3.0264593130887216,-3.5060579389591906,5.0650973662756815,492.25838012065947,368.6753838348565,294.047318874791,42.287411598243885,3.0615010557294062,2.6924555495876867,637.2914688637434,14.25,0.004302104718417274,3.834110556479767e+17,HCP,4.869105333156099,5.267079126899611,597.4177710714354,0.1448450910835643,9.097887199587461,7.3984783771704326
Titanium Dioxide (TiO2),Metal Oxide,3.422049192149274,54.99853603993885,72.35066860715555,,150.0,15.0,20,706.8583470577034,1767.1458676442585,1.029594971339207,0.3075038150217518,300.0,8.371179698246742,-5.180533355425551,-2.5393748868068498,-4.810645582766975,4.6856831598499085,591.5338403569202,637.8156088521846,210.5800205239911,82.6392738063621,3.3544771932112067,2.7600747949591753,520.9573922169902,15.0,0.007449766585400918,6.728197578614065e+17,Zinc Blende,3.0844652345456054,15.990330750852769,575.5296212984081,0.09726945392281337,8.070202509990645,17.164764959618587
Titanium Dioxide (TiO2),Metal Oxide,3.433183449789793,57.74853603993885,72.35066860715555,,157.5,15.0,20,706.8583470577034,1767.1458676442585,1.6068622170432865,1.7002778418446056,315.0,3.8292020429160862,-3.5262457283812845,-2.871512542814017,-4.639539187755555,5.447708923406462,523.9260398972942,456.38699292295126,103.73430832691892,20.983529103199956,3.294731079240795,2.6581945992012135,620.8132538041802,15.75,0.009168584483526115,2.3085205308009565e+17,BCC,5.176322086396314,19.333008664225204,759.3302268732608,0.3752508506950197,5.862707243081958,23.580214044371296
Titanium Dioxide (TiO2),Metal Oxide,3.4770550050242877,52.24853603993885,72.35066860715555,,142.5,15.0,20,706.8583470577034,1767.1458676442585,1.2339559368054707,1.6361860700218984,285.0,2.6294832625319815,-3.6835275522712245,-2.6443832823487825,-3.6822950829282703,5.43676150215171,315.04107966848477,616.9266836898994,293.50081562515015,7.1397926302526535,3.2268915052588647,2.7958863410905384,533.1733284402296,14.25,0.0016884945081138342,3.2766050974447834e+17,FCC,3.3442670811457464,17.937477851656702,513.5581660141927,0.5997692894994857,11.169355304065123,19.6018179280281
Iron Oxide (Fe3O4),Metal Oxide,0.17362701085553184,34.99853603993885,12.850668607155557,,100.0,9.600000000000001,12,289.5291789548354,463.2466863277367,1.595474164242717,2.168674292740225,300.0,5.416304983309752,-5.88389377292717,-2.8425863446557567,-3.671378291168855,4.313408057932238,486.03928048195814,448.45375322654365,238.59412687657297,45.30902196627663,0.1406053428436488,-0.35005644683988707,551.9956867647179,10.0,0.007045724455698958,6.00872594292674e+17,FCC,6.267976221127249,2.1341584807991527,609.4854159608893,0.8661866783032013,9.321136357098613,1.1887389272540636
Iron Oxide (Fe3O4),Metal Oxide,0.1210996960218631,36.74853603993885,12.850668607155557,,105.0,9.600000000000001,12,289.5291789548354,463.2466863277367,1.7818517420811943,0.5216283998204456,315.0,4.123904493070125,-5.41538851638478,-3.4157580820021467,-4.838136516841037,3.7125096310771033,355.655555023732,557.7529744483472,296.19519568592847,45.43488454875211,0.2783764786949966,-0.4474230709036676,672.3744155450831,10.5,0.007496385638799178,7.237290582787681e+17,Perovskite,6.720652361467431,9.169871303329709,383.60744754798395,0.708902325228497,11.029612249447464,7.393343798282188
Iron Oxide (Fe3O4),Metal Oxide,0.11274031577435724,33.24853603993885,12.850668607155557,,95.0,9.600000000000001,12,289.5291789548354,463.2466863277367,1.0848973566102735,2.238035908106086,285.0,4.227843481837775,-6.195497729831417,-3.669066209927678,-4.667167200469315,4.720228833546173,424.10664435682907,537.0173556887952,120.40565167127455,72.44270081365903,0.043412417521461855,-0.4201280005427651,489.688391523487,9.5,0.0023334147893085523,2.812828278989074e+17,Perovskite,6.221658248243519,4.209377705738635,352.4519953947925,0.907020168199813,5.200189011187725,16.804133186069382
Iron Oxide (Fe3O4),Metal Oxide,0.18945615579367048,34.99853603993885,14.850668607155557,,100.0,12.0,12,452.3893421169302,904.7786842338603,1.289005059096601,0.833411509620201,300.0,11.59923110571513,-3.6686368674609247,-3.9626094017223403,-4.968891048868915,3.5480804302125697,520.0505014131261,412.0994176684479,95.79729923194068,60.16156286428874,0.07864418921803781,-0.43883960031432845,533.4075828267232,10.0,0.0006178958501240288,6.511018174892268e+17,FCC,6.084219716229439,16.540538023375618,498.2391016448785,0.48140709603515336,11.964152945652385,6.489209057742192
Iron Oxide (Fe3O4),Metal Oxide,0.04428921059553209,36.74853603993885,14.850668607155557,,105.0,12.0,12,452.3893421169302,904.7786842338603,1.516945504899407,0.8183556081100976,315.0,7.516374042600289,-6.383067509070896,-3.8845986955347502,-3.6793865235455128,4.675536562727415,474.4266652985129,378.0942323969665,99.9971873212002,10.58577166755966,0.11577738645496699,-0.3316307055165766,591.5832552443622,10.5,0.003931805501249708,1.5081888159121155e+17,FCC,6.095760917273923,17.451434525772143,715.7193749219769,0.5547691096593532,4.6416993482648685,4.631072509409819
Iron Oxide (Fe3O4),Metal Oxide,0.1266509898617267,33.24853603993885,14.850668607155557,,95.0,12.0,12,452.3893421169302,904.7786842338603,1.4934084369118108,0.7359932375309606,285.0,11.110181096937605,-5.064389329025346,-3.6927889674659973,-3.720579230672471,4.159430289669908,357.4369004128361,482.22636488305363,194.5360705129691,82.06916999497652,-0.004999343747230392,-0.36419390845257693,674.1486327631552,9.5,0.0008050863153678477,5.277488833698827e+17,FCC,6.255105479782232,5.127860770678589,341.9766848564321,0.18685972642406626,8.390535207781475,9.433353220246792
Iron Oxide (Fe3O4),Metal Oxide,0.1307044288670226,34.99853603993885,16.850668607155555,,100.0,14.399999999999999,12,651.4406526483793,1563.4575663561102,0.9282512944161353,0.5442066058277553,300.0,5.913023780787849,-4.549713455778499,-3.0800488937041575,-4.083053745474999,4.378304995287946,477.18683985109806,450.4013853864046,171.72948196510407,28.971880209714595,0.22564829875755596,-0.47216275299713645,571.8874647098561,10.0,0.004539247462782356,7.294244480454895e+17,HCP,4.8990108231502685,18.141111971811654,754.4669241677423,0.9204680464521064,8.278437018970354,1.7546785525770574
Iron Oxide (Fe3O4),Metal Oxide,0.15800102333673174,36.74853603993885,16.850668607155555,,105.0,14.399999999999999,12,651.4406526483793,1563.4575663561102,0.9371115503161651,1.125684921246234,315.0,7.636524964853624,-4.413041421664836,-3.7577791561276026,-4.9997797438939315,4.697856616150537,326.1160949025462,507.0818859745492,216.90138684596414,49.089342637798,0.11228075712497551,-0.4747603678509828,608.1615454541734,10.5,0.00814022704095392,1.1550165482699792e+17,Wurtzite,6.248589979084207,11.941658119407288,344.7061073063222,0.9615586753901548,6.1934220302961975,19.441435954001932
Iron Oxide (Fe3O4),Metal Oxide,0.062052327738582685,33.24853603993885,16.850668607155555,,95.0,14.399999999999999,12,651.4406526483793,1563.4575663561102,1.6181141634195007,1.3401507869684754,285.0,3.5613641537634093,-5.534518466344055,-2.720038852316832,-4.185793320129931,5.434916243175621,338.4638098266812,465.6834401747119,109.66839519741012,36.27928010455413,0.02809901962805586,-0.48413695056921746,320.8976420810052,9.5,0.001271539677332804,6.28373477315179e+17,Zinc Blende,5.001345452737758,17.669163434735925,555.383505245865,0.7216886976446083,4.361305562430459,2.387199891124732
Iron Oxide (Fe3O4),Metal Oxide,0.08139060729909418,34.99853603993885,19.850668607155555,,100.0,18.0,12,1017.8760197630929,3053.6280592892786,1.2096860076498825,2.067440864242785,300.0,2.4394446388307705,-6.259177070514115,-3.9423004253746736,-4.795340815561288,3.766188397978439,520.5135535994352,601.003259587618,178.88637435597576,13.948352452850207,0.20802371126736738,-0.44389200448051325,419.25409097083855,10.0,0.0016059907541146412,3.830185194192162e+17,Wurtzite,3.8071067597951,2.926449675311356,474.73134940899047,0.5861472025490718,10.631370939663206,1.900753048340665
Iron Oxide (Fe3O4),Metal Oxide,0.07240205425891838,36.74853603993885,19.850668607155555,,105.0,18.0,12,1017.8760197630929,3053.6280592892786,1.8487593188218394,2.4610249446243952,315.0,4.186165949847175,-4.428396699402819,-4.465686433371722,-4.180847670295768,4.084666368312568,487.46895712621455,483.7230780791758,83.99812028258673,57.34164993062428,0.17564689776135198,-0.49532208405837563,307.63344097495735,10.5,0.003964516807633944,1.1498490364010112e+17,BCC,6.188492145052722,14.763169314172503,417.0106568529502,0.3707020554269057,10.986704151833564,1.3137703792198379
Iron Oxide (Fe3O4),Metal Oxide,0.152878138263633,33.24853603993885,19.850668607155555,,95.0,18.0,12,1017.8760197630929,3053.6280592892786,1.3401956822876904,0.4048266979988624,285.0,6.005453513158324,-5.265333789110156,-4.063997589047813,-4.803985198806522,4.109620769890403,314.311464283129,383.787756851792,112.6041899609649,29.761442796845976,0.22059208433453517,-0.3413741233405952,525.9727796457806,9.5,0.006290944626796127,3.436349771805318e+17,FCC,3.64111183829008,19.106944516349564,627.5952447505063,0.29623828698437094,6.140140468806461,12.597983768285124
Bismuth Ferrite (BiFeO3),Metal Oxide,2.479980843688532,41.99853603993885,27.25066860715556,,120.0,6.4,35,128.67963509103794,137.25827743044047,1.4478308486331195,0.16150450718239667,300.0,8.325718043010738,-5.639564869037482,-3.5465674923931623,-4.713958780687446,4.272129800821649,563.228626790491,556.4363128314566,184.13452297906395,81.15562632378564,2.15154913040584,1.803830999905882,319.46168763577487,12.0,0.009234457395046554,7.301592111920044e+17,FCC,6.249762454275523,18.40742336273818,520.2558205072273,0.8740200545661063,6.965216288882294,0.5791043622754158
